projectID,taskID,taskName,status,deadline
59,8,Collect training materials with HR,complete,2020-10-07
60,1,Draft weekly software licenses with HR,in progress,2021-12-02
60,2,Coordinate invoice approvals for Q1,in progress,2022-01-03
60,3,Update upcoming annual reviews for leadership review,in review,2021-12-12
60,4,Track project milestones,in review,2022-08-14
60,5,Track pending the quarterly budget for Q4,in progress,2022-10-15
60,6,Prioritize capital expenditure requests,complete,2022-10-12
60,7,Audit weekly the quarterly budget — follow-up,approved,2021-12-01
60,8,Schedule performance goals for Operations with HR,complete,2022-10-09
61,1,Approve payroll exceptions for HR for Q1,overdue,2019-12-14
61,2,Validate upcoming department KPIs with HR,complete,2019-12-01
61,3,Organize timesheets — follow-up,in review,2019-12-23
61,4,Compile budget variance notes (internal),complete,2019-12-24
61,5,Publish budget variance notes for HR with legal,in progress,2019-11-26
61,6,Publish pending client proposals before Friday,in progress,2019-11-29
61,7,Coordinate benefits enrollment for Sales for Q2,in progress,2019-12-09
61,8,Approve monthly policy updates for Q2,in review,2019-12-26
62,1,Monitor purchase orders for Marketing (internal),approved,2022-05-08
62,2,Update travel requests for Q1,approved,2022-06-10
62,3,Compile pending annual reviews for Q4,complete,2022-09-21
62,4,Prepare customer surveys — follow-up,approved,2022-11-25
62,5,Plan pending budget variance notes for Q2,in progress,2022-08-10
62,6,Update hiring requisitions for Marketing for Q2,complete,2022-12-09
62,7,Update pending annual reviews,in progress,2022-08-11
62,8,Compile pending scope change requests (internal),approved,2022-07-05
63,1,Document timesheets before Friday,complete,2025-08-19
63,2,Compile monthly marketing briefs for Q3,in review,2025-11-04
63,3,Track weekly facility access requests for leadership review,in review,2025-05-01
63,4,Track monthly data backups,in progress,2026-02-19
63,5,Archive current handoff documentation for leadership review,approved,2025-04-28
63,6,Finalize purchase orders for HR for Q2,in review,2025-09-24
63,7,Prepare travel requests for HR with finance,approved,2025-06-16
63,8,Archive upcoming equipment orders for Q2,complete,2025-12-29
64,1,Publish vendor contracts before Friday,in review,2024-12-22
64,2,Confirm weekly sales forecasts for leadership review,in progress,2025-09-22
64,3,Prepare payroll exceptions for Finance (internal),in review,2024-10-12
64,4,Organize current marketing briefs — draft,in review,2026-04-05
64,5,Prepare the quarterly budget for Sales for Q2,approved,2025-06-08
64,6,Implement travel requests (internal),in progress,2024-07-15
64,7,Monitor incident reports for Sales with finance,approved,2025-09-29
64,8,Outline the quarterly budget for Marketing for Q4,in review,2024-11-26
65,1,Track pending risk registers for Q2,in review,2021-11-06
65,2,Collect inventory counts for Finance this sprint,in review,2021-07-23
65,3,Audit inventory counts (internal),complete,2021-09-27
65,4,Coordinate current annual reviews for Q2,in review,2021-10-14
65,5,Prepare equipment orders for HR with legal,in review,2021-10-08
65,6,Archive equipment orders for HR — draft,in review,2021-11-23
65,7,Archive timesheets for Engineering with legal,in progress,2021-10-04
65,8,Summarize security assessments for HR for leadership review,in progress,2021-07-07
66,1,Prioritize monthly performance goals for Q1,in progress,2025-11-10
66,2,Schedule sales forecasts for HR for Q4,complete,2025-11-20
66,3,Submit benefits enrollment (internal),complete,2025-11-11
66,4,Confirm customer surveys with finance,in progress,2025-11-10
66,5,Organize timesheets for Q4,complete,2025-10-28
66,6,Analyze performance goals for Q2,approved,2025-11-11
66,7,Approve training materials with legal,approved,2025-11-12
66,8,Coordinate current capital expenditure requests with HR,in review,2025-10-28
67,1,Approve weekly benefits enrollment with finance,approved,2019-11-09
67,2,Audit stakeholder feedback for Q3,in progress,2020-06-25
67,3,Coordinate weekly handoff documentation with finance,in progress,2020-02-21
67,4,Prepare hiring requisitions — draft,in review,2019-08-30
67,5,Plan weekly onboarding paperwork — follow-up,in review,2019-09-22
67,6,Outline weekly equipment orders for Q2,complete,2020-02-21
67,7,Outline weekly vendor contracts this sprint,in progress,2019-08-01
67,8,Draft customer surveys for Finance for Q2,in review,2020-03-08
68,1,Coordinate stakeholder feedback for HR for Q2,in progress,2020-12-17
68,2,Document software licenses with HR,approved,2020-09-04
68,3,Approve handoff documentation for Operations this sprint,complete,2020-07-17
68,4,Organize customer surveys for Q3,overdue,2020-10-31
68,5,Implement weekly customer surveys — follow-up,in review,2020-09-24
68,6,Prioritize upcoming sales forecasts before Friday,in progress,2020-12-21
68,7,Plan current incident reports for leadership review,complete,2020-08-18
68,8,Analyze compliance checklists with legal,approved,2020-09-05
69,1,Validate payroll exceptions for Engineering before Friday,overdue,2024-01-03
69,2,Summarize training materials for Engineering — follow-up,in review,2024-09-02
69,3,Complete weekly benefits enrollment,in progress,2024-08-27
69,4,Draft timesheets for leadership review,in review,2024-07-20
69,5,Submit software licenses for Sales this sprint,overdue,2024-05-23
69,6,Audit weekly payroll exceptions with finance,complete,2025-01-18
69,7,Submit annual reviews for Engineering for Q2,in progress,2024-05-22
69,8,Submit monthly project milestones (internal),in review,2024-12-15
70,1,Collect vendor contracts for Marketing — follow-up,complete,2023-10-12
70,2,Organize project milestones for HR for Q3,in review,2023-11-02
70,3,Prepare product requirements for Marketing before Friday,in progress,2023-09-28
70,4,Audit weekly client proposals for leadership review,approved,2023-11-07
70,5,Plan pending department KPIs (internal),in review,2023-10-08
70,6,Draft stakeholder feedback before Friday,complete,2023-09-19
70,7,Analyze pending equipment orders with finance,in progress,2023-09-08
70,8,Analyze upcoming client proposals for leadership review,approved,2023-09-26
71,1,Analyze upcoming travel requests for Q4,approved,2023-12-29
71,2,Review benefits enrollment for Finance for Q4,in review,2023-10-02
71,3,Track current timesheets for Q1,complete,2023-04-16
71,4,Compile project milestones with legal,overdue,2023-08-14
71,5,Reconcile pending hiring requisitions (internal),approved,2023-05-24
71,6,Document meeting notes for HR for Q2,in review,2023-11-18
71,7,Validate annual reviews for Marketing with HR,in review,2022-11-24
71,8,Track weekly travel requests for Q2,complete,2023-04-27
72,1,Publish training materials for Sales for Q1,in review,2022-09-26
72,2,Complete invoice approvals for Operations for Q4,in review,2022-09-17
72,3,Track meeting notes (internal),complete,2022-07-23
72,4,Document capital expenditure requests this sprint,complete,2022-12-15
72,5,Confirm current department KPIs (internal),complete,2022-12-26
72,6,Monitor incident reports before Friday,in review,2022-07-06
72,7,Compile pending the quarterly budget — draft,complete,2022-07-12
72,8,Reconcile pending meeting notes with finance,in progress,2022-04-25
73,1,Finalize upcoming marketing briefs with HR,in review,2024-07-20
73,2,Review weekly risk registers before Friday,in review,2024-07-08
73,3,Compile facility access requests — draft,in review,2024-06-04
73,4,Schedule compliance checklists for HR — draft,approved,2024-05-14
73,5,Reconcile sales forecasts for Sales before Friday,in review,2024-07-08
73,6,Review product requirements with HR,in review,2024-07-10
73,7,Validate training materials for Engineering for Q4,in progress,2024-08-20
73,8,Outline audit findings for Q1,in review,2024-07-31
74,1,Update invoice approvals for Q1,in review,2020-09-15
74,2,Implement pending scope change requests with legal,in review,2021-03-26
74,3,Review incident reports for Marketing — follow-up,complete,2020-10-19
74,4,Archive upcoming facility access requests with finance,in progress,2020-07-11
74,5,Publish marketing briefs (internal),approved,2021-01-29
74,6,Compile scope change requests for HR for Q4,complete,2020-05-19
74,7,Track inventory counts for Q3,complete,2021-03-15
74,8,Update payroll exceptions for Marketing for Q3,in progress,2020-12-28
75,1,Schedule data backups for Sales for Q4,complete,2019-07-13
75,2,Confirm weekly performance goals (internal),in review,2019-09-25
75,3,Reconcile the quarterly budget for Q3,in progress,2020-05-09
75,4,Archive stakeholder feedback,approved,2019-09-24
75,5,Confirm inventory counts for Q3,overdue,2020-07-11
75,6,Audit upcoming security assessments for Q3,in review,2019-07-24
75,7,Analyze weekly handoff documentation for Q1,approved,2019-03-18
75,8,Reconcile pending facility access requests for Q1,approved,2019-01-26
76,1,Collect weekly inventory counts — follow-up,in review,2024-12-20
76,2,Reconcile performance goals before Friday,approved,2025-01-25
76,3,Complete capital expenditure requests for Q1,in progress,2025-06-22
76,4,Outline current benefits enrollment before Friday,complete,2024-03-23
76,5,Coordinate weekly timesheets,in review,2025-05-23
76,6,Outline travel requests for Marketing (internal),in review,2025-03-15
76,7,Outline weekly benefits enrollment for Q3,in progress,2025-07-09
76,8,Plan expense reports — draft,in review,2024-12-28
77,1,Prepare timesheets for Q4,approved,2025-04-17
77,2,Draft client proposals this sprint,approved,2025-05-26
77,3,Prioritize pending timesheets with finance,in review,2025-06-01
77,4,Confirm partner agreements for Q1,in progress,2025-01-27
77,5,Plan audit findings for Operations for Q4,in review,2025-04-22
77,6,Validate data backups — draft,in progress,2025-06-19
77,7,Organize pending software licenses — follow-up,approved,2025-01-15
77,8,Complete vendor contracts for Q1,complete,2025-03-27
78,1,Prepare pending equipment orders (internal),complete,2025-11-21
78,2,Submit inventory counts for Sales for Q3,in review,2026-03-09
78,3,Compile department KPIs for HR with HR,in review,2025-11-15
78,4,Track client proposals for Operations,approved,2026-02-01
78,5,Document pending payroll exceptions for leadership review,in progress,2026-01-03
78,6,Summarize upcoming software licenses for Q2,in review,2026-01-22
78,7,Reconcile release notes for Operations (internal),approved,2025-11-23
78,8,Prioritize monthly capital expenditure requests for Q3,in progress,2026-02-22
79,1,Submit current budget variance notes for Q4,approved,2022-11-23
79,2,Publish upcoming cross-team dependencies (internal),in progress,2022-12-04
79,3,Monitor security assessments this sprint,approved,2023-01-05
79,4,Finalize vendor contracts for Q1,approved,2023-03-23
79,5,Submit upcoming inventory counts with finance,in progress,2023-01-01
79,6,Validate partner agreements with legal,approved,2023-01-11
79,7,Summarize weekly handoff documentation for Q2,in progress,2022-12-25
79,8,Validate policy updates before Friday,complete,2023-01-21
80,1,Approve payroll exceptions,approved,2025-06-01
80,2,Review the quarterly budget for Operations,approved,2025-07-30
80,3,Archive capital expenditure requests (internal),in progress,2025-07-02
80,4,Audit pending expense reports — follow-up,in review,2025-03-14
80,5,Draft sales forecasts,approved,2025-10-29
80,6,Complete inventory counts — follow-up,complete,2025-08-26
80,7,Draft partner agreements for Q1,complete,2025-07-31
80,8,Organize equipment orders for Sales before Friday,in review,2025-09-09
81,1,Collect timesheets for HR for Q2,in progress,2023-04-15
81,2,Validate support tickets this sprint,in review,2023-07-29
81,3,Publish pending capital expenditure requests for Q4,in review,2023-06-05
81,4,Track stakeholder feedback for Q3,approved,2023-08-01
81,5,Validate compliance checklists for Sales for Q1,in review,2023-07-21
81,6,Reconcile inventory counts for Q4,in review,2023-06-25
81,7,Track handoff documentation this sprint,in review,2023-05-03
81,8,Finalize release notes for Engineering — draft,complete,2023-07-13
82,1,Publish weekly stakeholder feedback — draft,in progress,2023-12-12
82,2,Organize upcoming data backups,overdue,2024-07-24
82,3,Compile compliance checklists for Marketing for Q2,approved,2024-01-08
